frame,timestamp_wall,timestamp,duplicated,late
0,1781714739.830348492,0.000000000,0,0.000212
1,1781714739.930348396,0.100000000,0,0.000056
2,1781714740.030348539,0.200000000,0,0.000055
3,1781714740.130348444,0.300000000,0,0.000055
4,1781714740.230348587,0.400000000,0,0.000055
5,1781714740.330348492,0.500000000,0,0.000056
6,1781714740.430348396,0.600000000,0,0.000056
7,1781714740.530348539,0.700000000,0,0.000055
8,1781714740.630348444,0.800000000,0,0.000055
9,1781714740.730348587,0.900000000,0,0.000056
10,1781714740.830348492,1.000000000,0,0.000056
11,1781714740.930348396,1.100000000,0,0.000056
12,1781714741.030348539,1.200000000,0,0.000058
13,1781714741.130348444,1.300000000,0,0.000057
14,1781714741.230348587,1.400000000,0,0.000057
15,1781714741.330348492,1.500000000,0,0.000057
16,1781714741.430348396,1.600000000,0,0.000055
17,1781714741.530348539,1.700000000,0,0.000056
18,1781714741.630348444,1.800000000,0,0.000055
19,1781714741.730348587,1.900000000,0,0.000055
20,1781714741.830348492,2.000000000,0,0.000056
21,1781714741.930348396,2.100000000,0,0.000055
22,1781714742.030348539,2.200000000,0,0.000055
23,1781714742.130348444,2.300000000,0,0.000055
24,1781714742.230348587,2.400000000,0,0.000055
25,1781714742.330348492,2.500000000,0,0.000055
26,1781714742.430348396,2.600000000,0,0.000055
27,1781714742.530348539,2.700000000,0,0.000055
28,1781714742.630348444,2.800000000,0,0.000055
29,1781714742.730348587,2.900000000,0,0.000055
30,1781714742.830348492,3.000000000,0,0.000055
31,1781714742.930348396,3.100000000,0,0.000055
32,1781714743.030348539,3.200000000,0,0.000055
33,1781714743.130348444,3.300000000,0,0.000055
34,1781714743.230348587,3.400000000,0,0.000056
35,1781714743.330348492,3.500000000,0,0.000056
36,1781714743.430348396,3.600000000,0,0.000056
37,1781714743.530348539,3.700000000,0,0.000056
38,1781714743.630348444,3.800000000,0,0.000056
39,1781714743.730348587,3.900000000,0,0.000056
40,1781714743.830348492,4.000000000,0,0.000055
41,1781714743.930348396,4.100000000,0,0.000055
42,1781714744.030348539,4.200000000,0,0.000056
43,1781714744.130348444,4.300000000,0,0.000056
44,1781714744.230348587,4.400000000,0,0.000055
45,1781714744.330348492,4.500000000,0,0.000056
46,1781714744.430348396,4.600000000,0,0.000055
47,1781714744.530348539,4.700000000,0,0.000056
48,1781714744.630348444,4.800000000,0,0.000056
49,1781714744.730348587,4.900000000,0,0.000056
50,1781714744.830348492,5.000000000,0,0.000055
51,1781714744.930348396,5.100000000,0,0.000056
52,1781714745.030348539,5.200000000,0,0.000056
53,1781714745.130348444,5.300000000,0,0.000056
54,1781714745.230348587,5.400000000,0,0.000055
55,1781714745.330348492,5.500000000,0,0.000055
56,1781714745.430348396,5.600000000,0,0.000055
57,1781714745.530348539,5.700000000,0,0.000055
58,1781714745.630348444,5.800000000,0,0.000055
59,1781714745.730348587,5.900000000,0,0.000055
60,1781714745.830348492,6.000000000,0,0.000056
61,1781714745.930348396,6.100000000,0,0.000055
62,1781714746.030348539,6.200000000,0,0.000055
63,1781714746.130348444,6.300000000,0,0.000056
64,1781714746.230348587,6.400000000,0,0.000056
65,1781714746.330348492,6.500000000,0,0.000055
66,1781714746.430348396,6.600000000,0,0.000055
67,1781714746.530348539,6.700000000,0,0.000055
68,1781714746.630348444,6.800000000,0,0.000055
69,1781714746.730348587,6.900000000,0,0.000055
70,1781714746.830348492,7.000000000,0,0.000055
71,1781714746.930348396,7.100000000,0,0.000055
72,1781714747.030348539,7.200000000,0,0.000055
73,1781714747.130348444,7.300000000,0,0.000055
74,1781714747.230348587,7.400000000,0,0.000055
75,1781714747.330348492,7.500000000,0,0.000055
76,1781714747.430348396,7.600000000,0,0.000056
77,1781714747.530348539,7.700000000,0,0.000055
78,1781714747.630348444,7.800000000,0,0.000055
79,1781714747.730348587,7.900000000,0,0.000056
80,1781714747.830348492,8.000000000,0,0.000055
81,1781714747.930348396,8.100000000,0,0.000056
82,1781714748.030348539,8.200000000,0,0.000056
83,1781714748.130348444,8.300000000,0,0.000056
84,1781714748.230348587,8.400000000,0,0.000057
85,1781714748.330348492,8.500000000,0,0.000055
86,1781714748.430348396,8.600000000,0,0.000055
87,1781714748.530348539,8.700000000,0,0.000055
88,1781714748.630348444,8.800000000,0,0.000055
89,1781714748.730348587,8.900000000,0,0.000056
90,1781714748.830348492,9.000000000,0,0.000056
91,1781714748.930348396,9.100000000,0,0.000056
92,1781714749.030348539,9.200000000,0,0.000056
93,1781714749.130348444,9.300000000,0,0.000056
94,1781714749.230348587,9.400000000,0,0.000055
95,1781714749.330348492,9.500000000,0,0.000056
96,1781714749.430348396,9.600000000,0,0.000056
97,1781714749.530348539,9.700000000,0,0.000055
98,1781714749.630348444,9.800000000,0,0.000055
99,1781714749.730348587,9.900000000,0,0.000055
