frame,timestamp_wall,timestamp,duplicated,late
0,1781697783.846793175,0.000000000,0,0.000221
1,1781697783.946793079,0.100000000,0,0.000056
2,1781697784.046793222,0.200000000,0,0.000055
3,1781697784.146793127,0.300000000,0,0.000055
4,1781697784.246793270,0.400000000,0,0.000055
5,1781697784.346793175,0.500000000,0,0.000055
6,1781697784.446793079,0.600000000,0,0.000055
7,1781697784.546793222,0.700000000,0,0.000055
8,1781697784.646793127,0.800000000,0,0.000055
9,1781697784.746793270,0.900000000,0,0.000055
10,1781697784.846793175,1.000000000,0,0.000056
11,1781697784.946793079,1.100000000,0,0.000055
12,1781697785.046793222,1.200000000,0,0.000055
13,1781697785.146793127,1.300000000,0,0.000055
14,1781697785.246793270,1.400000000,0,0.000055
15,1781697785.346793175,1.500000000,0,0.000055
16,1781697785.446793079,1.600000000,0,0.000055
17,1781697785.546793222,1.700000000,0,0.000055
18,1781697785.646793127,1.800000000,0,0.000055
19,1781697785.746793270,1.900000000,0,0.000055
20,1781697785.846793175,2.000000000,0,0.000056
21,1781697785.946793079,2.100000000,0,0.000055
22,1781697786.046793222,2.200000000,0,0.000055
23,1781697786.146793127,2.300000000,0,0.000056
24,1781697786.246793270,2.400000000,0,0.000055
25,1781697786.346793175,2.500000000,0,0.000055
26,1781697786.446793079,2.600000000,0,0.000055
27,1781697786.546793222,2.700000000,0,0.000055
28,1781697786.646793127,2.800000000,0,0.000057
29,1781697786.746793270,2.900000000,0,0.000055
30,1781697786.846793175,3.000000000,0,0.000056
31,1781697786.946793079,3.100000000,0,0.000056
32,1781697787.046793222,3.200000000,0,0.000055
33,1781697787.146793127,3.300000000,0,0.000055
34,1781697787.246793270,3.400000000,0,0.000055
35,1781697787.346793175,3.500000000,0,0.000055
36,1781697787.446793079,3.600000000,0,0.000056
37,1781697787.546793222,3.700000000,0,0.000055
38,1781697787.646793127,3.800000000,0,0.000055
39,1781697787.746793270,3.900000000,0,0.000055
40,1781697787.846793175,4.000000000,0,0.000055
41,1781697787.946793079,4.100000000,0,0.000055
42,1781697788.046793222,4.200000000,0,0.000055
43,1781697788.146793127,4.300000000,0,0.000055
44,1781697788.246793270,4.400000000,0,0.000055
45,1781697788.346793175,4.500000000,0,0.000055
46,1781697788.446793079,4.600000000,0,0.000055
47,1781697788.546793222,4.700000000,0,0.000055
48,1781697788.646793127,4.800000000,0,0.000055
49,1781697788.746793270,4.900000000,0,0.000055
50,1781697788.846793175,5.000000000,0,0.000055
51,1781697788.946793079,5.100000000,0,0.000055
52,1781697789.046793222,5.200000000,0,0.000056
53,1781697789.146793127,5.300000000,0,0.000055
54,1781697789.246793270,5.400000000,0,0.000055
55,1781697789.346793175,5.500000000,0,0.000055
56,1781697789.446793079,5.600000000,0,0.000055
57,1781697789.546793222,5.700000000,0,0.000055
58,1781697789.646793127,5.800000000,0,0.000056
59,1781697789.746793270,5.900000000,0,0.000055
60,1781697789.846793175,6.000000000,0,0.000055
61,1781697789.946793079,6.100000000,0,0.000055
62,1781697790.046793222,6.200000000,0,0.000055
63,1781697790.146793127,6.300000000,0,0.000055
64,1781697790.246793270,6.400000000,0,0.000056
65,1781697790.346793175,6.500000000,0,0.000056
66,1781697790.446793079,6.600000000,0,0.000055
67,1781697790.546793222,6.700000000,0,0.000055
68,1781697790.646793127,6.800000000,0,0.000055
69,1781697790.746793270,6.900000000,0,0.000056
70,1781697790.846793175,7.000000000,0,0.000055
71,1781697790.946793079,7.100000000,0,0.000055
72,1781697791.046793222,7.200000000,0,0.000055
73,1781697791.146793127,7.300000000,0,0.000055
74,1781697791.246793270,7.400000000,0,0.000055
75,1781697791.346793175,7.500000000,0,0.000055
76,1781697791.446793079,7.600000000,0,0.000055
77,1781697791.546793222,7.700000000,0,0.000056
78,1781697791.646793127,7.800000000,0,0.000055
79,1781697791.746793270,7.900000000,0,0.000055
80,1781697791.846793175,8.000000000,0,0.000055
81,1781697791.946793079,8.100000000,0,0.000055
82,1781697792.046793222,8.200000000,0,0.000055
83,1781697792.146793127,8.300000000,0,0.000055
84,1781697792.246793270,8.400000000,0,0.000055
85,1781697792.346793175,8.500000000,0,0.000055
86,1781697792.446793079,8.600000000,0,0.000055
87,1781697792.546793222,8.700000000,0,0.000055
88,1781697792.646793127,8.800000000,0,0.000055
89,1781697792.746793270,8.900000000,0,0.000055
90,1781697792.846793175,9.000000000,0,0.000055
91,1781697792.946793079,9.100000000,0,0.000055
92,1781697793.046793222,9.200000000,0,0.000055
93,1781697793.146793127,9.300000000,0,0.000055
94,1781697793.246793270,9.400000000,0,0.000055
95,1781697793.346793175,9.500000000,0,0.000055
96,1781697793.446793079,9.600000000,0,0.000055
97,1781697793.546793222,9.700000000,0,0.000055
98,1781697793.646793127,9.800000000,0,0.000055
99,1781697793.746793270,9.900000000,0,0.000056
