frame,timestamp_wall,timestamp,duplicated,late
0,1781708759.916167498,0.000000000,0,0.004948
1,1781708760.016167402,0.100000000,0,0.000057
2,1781708760.116167545,0.200000000,0,0.000056
3,1781708760.216167450,0.300000000,0,0.000056
4,1781708760.316167593,0.400000000,0,0.000055
5,1781708760.416167498,0.500000000,0,0.000056
6,1781708760.516167402,0.600000000,0,0.000055
7,1781708760.616167545,0.700000000,0,0.000056
8,1781708760.716167450,0.800000000,0,0.000055
9,1781708760.816167593,0.900000000,0,0.000056
10,1781708760.916167498,1.000000000,0,0.000056
11,1781708761.016167402,1.100000000,0,0.000056
12,1781708761.116167545,1.200000000,0,0.000056
13,1781708761.216167450,1.300000000,0,0.000057
14,1781708761.316167593,1.400000000,0,0.000056
15,1781708761.416167498,1.500000000,0,0.000056
16,1781708761.516167402,1.600000000,0,0.000055
17,1781708761.616167545,1.700000000,0,0.000056
18,1781708761.716167450,1.800000000,0,0.000056
19,1781708761.816167593,1.900000000,0,0.000056
20,1781708761.916167498,2.000000000,0,0.000055
21,1781708762.016167402,2.100000000,0,0.000055
22,1781708762.116167545,2.200000000,0,0.000055
23,1781708762.216167450,2.300000000,0,0.000054
24,1781708762.316167593,2.400000000,0,0.000056
25,1781708762.416167498,2.500000000,0,0.000056
26,1781708762.516167402,2.600000000,0,0.000055
27,1781708762.616167545,2.700000000,0,0.000055
28,1781708762.716167450,2.800000000,0,0.000055
29,1781708762.816167593,2.900000000,0,0.000056
30,1781708762.916167498,3.000000000,0,0.000055
31,1781708763.016167402,3.100000000,0,0.000056
32,1781708763.116167545,3.200000000,0,0.000055
33,1781708763.216167450,3.300000000,0,0.000055
34,1781708763.316167593,3.400000000,0,0.000055
35,1781708763.416167498,3.500000000,0,0.000055
36,1781708763.516167402,3.600000000,0,0.000055
37,1781708763.616167545,3.700000000,0,0.000055
38,1781708763.716167450,3.800000000,0,0.000055
39,1781708763.816167593,3.900000000,0,0.000055
40,1781708763.916167498,4.000000000,0,0.000055
41,1781708764.016167402,4.100000000,0,0.000056
42,1781708764.116167545,4.200000000,0,0.000056
43,1781708764.216167450,4.300000000,0,0.000056
44,1781708764.316167593,4.400000000,0,0.000055
45,1781708764.416167498,4.500000000,0,0.000055
46,1781708764.516167402,4.600000000,0,0.000055
47,1781708764.616167545,4.700000000,0,0.000056
48,1781708764.716167450,4.800000000,0,0.000055
49,1781708764.816167593,4.900000000,0,0.000055
50,1781708764.916167498,5.000000000,0,0.000055
51,1781708765.016167402,5.100000000,0,0.000055
52,1781708765.116167545,5.200000000,0,0.000055
53,1781708765.216167450,5.300000000,0,0.000055
54,1781708765.316167593,5.400000000,0,0.000055
55,1781708765.416167498,5.500000000,0,0.000056
56,1781708765.516167402,5.600000000,0,0.000055
57,1781708765.616167545,5.700000000,0,0.000055
58,1781708765.716167450,5.800000000,0,0.000055
59,1781708765.816167593,5.900000000,0,0.000055
60,1781708765.916167498,6.000000000,0,0.000055
61,1781708766.016167402,6.100000000,0,0.000056
62,1781708766.116167545,6.200000000,0,0.000055
63,1781708766.216167450,6.300000000,0,0.000056
64,1781708766.316167593,6.400000000,0,0.000056
65,1781708766.416167498,6.500000000,0,0.000055
66,1781708766.516167402,6.600000000,0,0.000055
67,1781708766.616167545,6.700000000,0,0.000056
68,1781708766.716167450,6.800000000,0,0.000056
69,1781708766.816167593,6.900000000,0,0.000055
70,1781708766.916167498,7.000000000,0,0.000031
71,1781708767.016167402,7.100000000,0,0.000055
72,1781708767.116167545,7.200000000,0,0.000055
73,1781708767.216167450,7.300000000,0,0.000055
74,1781708767.316167593,7.400000000,0,0.000055
75,1781708767.416167498,7.500000000,0,0.000056
76,1781708767.516167402,7.600000000,0,0.000055
77,1781708767.616167545,7.700000000,0,0.000055
78,1781708767.716167450,7.800000000,0,0.000055
79,1781708767.816167593,7.900000000,0,0.000056
80,1781708767.916167498,8.000000000,0,0.000055
81,1781708768.016167402,8.100000000,0,0.000056
82,1781708768.116167545,8.200000000,0,0.000055
83,1781708768.216167450,8.300000000,0,0.000056
84,1781708768.316167593,8.400000000,0,0.000055
85,1781708768.416167498,8.500000000,0,0.000055
86,1781708768.516167402,8.600000000,0,0.000055
87,1781708768.616167545,8.700000000,0,0.000055
88,1781708768.716167450,8.800000000,0,0.000057
89,1781708768.816167593,8.900000000,0,0.000056
90,1781708768.916167498,9.000000000,0,0.000056
91,1781708769.016167402,9.100000000,0,0.000056
92,1781708769.116167545,9.200000000,0,0.000055
93,1781708769.216167450,9.300000000,0,0.000056
94,1781708769.316167593,9.400000000,0,0.000055
95,1781708769.416167498,9.500000000,0,0.000056
96,1781708769.516167402,9.600000000,0,0.000055
97,1781708769.616167545,9.700000000,0,0.000059
98,1781708769.716167450,9.800000000,0,0.000055
99,1781708769.816167593,9.900000000,0,0.000056
