# timestamp tx ty tz qx qy qz qw
0.000000000 0.237494 -0.080967 -0.968009 0.036852 -0.028218 -0.010538 0.998867
0.100000000 -0.998197 0.048285 -0.035647 0.045455 0.130677 -0.016146 0.990251
0.200000000 -0.149315 0.234995 -0.960459 0.053360 0.080618 -0.074285 0.992540
0.300000000 0.288559 0.145078 -0.946407 0.050338 0.040742 -0.059669 0.996115
0.400000000 0.984198 0.011468 0.176701 0.060063 -0.126089 -0.067252 0.987913
0.500000000 0.976906 0.125349 -0.173038 0.063226 -0.127670 -0.064523 0.987694
0.600000000 -0.805886 0.102990 0.583044 0.064844 0.160168 -0.059836 0.983138
0.700000000 -0.585670 0.160330 -0.794534 0.057808 0.114983 -0.038077 0.990953
0.800000000 -0.738167 0.078899 -0.669988 0.052352 0.091404 -0.025702 0.994105
0.900000000 -0.623701 0.087613 -0.776737 0.048745 0.070613 -0.014651 0.996204
1.000000000 0.461885 0.182352 -0.867992 0.051046 0.030216 -0.026761 0.997880
1.100000000 0.664152 0.193193 -0.722204 0.051976 0.002170 -0.027349 0.998271
1.200000000 -0.287966 0.115890 -0.950603 0.047901 0.012590 -0.017982 0.998611
1.300000000 -0.469953 0.048513 -0.881357 0.043920 0.019245 -0.010437 0.998795
1.400000000 -0.323209 0.119461 -0.938757 0.043841 0.018522 -0.006422 0.998846
1.500000000 -0.274503 0.133957 -0.952210 0.044042 0.018011 -0.008499 0.998831
1.600000000 -0.164307 0.146682 -0.975442 0.044553 0.014601 -0.013370 0.998811
1.700000000 -0.183400 0.146827 -0.972011 0.044436 0.012775 -0.009704 0.998883
1.800000000 -0.439643 0.079410 -0.894655 0.043089 0.017779 -0.008769 0.998875
1.900000000 -0.886000 -0.040270 -0.461933 0.036793 0.061624 -0.007224 0.997395
2.000000000 -0.886188 -0.041921 -0.461426 0.034482 0.077386 -0.006831 0.996381
2.100000000 0.031355 0.164536 -0.985873 0.042194 0.044496 -0.028666 0.997706
2.200000000 0.901328 0.188347 -0.390044 0.049786 -0.009858 -0.029479 0.998276
2.300000000 -0.132337 0.157784 -0.978566 0.048367 -0.000060 -0.027291 0.998457
2.400000000 -0.273748 0.131010 -0.952837 0.047703 0.005211 -0.028109 0.998452
2.500000000 0.195648 0.183990 -0.963260 0.049732 -0.002400 -0.035434 0.998131
2.600000000 0.375648 0.201820 -0.904521 0.050445 -0.008741 -0.034202 0.998103
2.700000000 -0.340423 0.133269 -0.930780 0.048609 0.004803 -0.031650 0.998305
2.800000000 -0.122809 0.154697 -0.980299 0.048135 0.005060 -0.031496 0.998331
2.900000000 -0.802554 -0.009415 -0.596506 0.042873 0.035361 -0.026577 0.998101
3.000000000 -0.378941 0.107890 -0.919110 0.044106 0.027082 -0.024634 0.998356
3.100000000 0.919852 0.391261 0.028058 0.072590 -0.067560 -0.016048 0.994942
3.200000000 0.938962 0.198803 0.280761 0.088458 -0.155009 -0.025638 0.983611
3.300000000 0.971641 0.144125 0.187463 0.089445 -0.178620 -0.037186 0.979138
3.400000000 0.426450 0.156803 -0.890816 0.075537 -0.120296 -0.037922 0.989133
3.500000000 -0.905792 0.131185 -0.402903 0.067786 -0.027765 -0.039249 0.996541
3.600000000 -0.976148 -0.083953 0.200217 0.039360 0.160176 -0.019848 0.986104
3.700000000 -0.211249 0.015171 -0.977315 0.043232 0.103618 -0.031703 0.993171
3.800000000 -0.990842 -0.007580 0.134812 0.041537 0.241401 -0.022012 0.969286
3.900000000 -0.996921 -0.003764 0.078319 0.039094 0.251259 -0.024528 0.966819
4.000000000 -0.970375 -0.055028 0.235253 0.024757 0.324943 -0.025061 0.945077
4.100000000 0.972547 -0.031494 0.230566 0.038006 0.153968 -0.041998 0.986451
4.200000000 0.898967 -0.137357 0.415922 0.044341 -0.033768 -0.074009 0.995699
4.300000000 -0.912010 0.001976 0.410162 0.047120 0.138310 -0.054470 0.987767
4.400000000 -0.956126 0.006511 0.292884 0.045470 0.259856 -0.036727 0.963877
4.500000000 -0.972905 0.021332 0.230220 0.045662 0.319334 -0.027089 0.946154
4.600000000 -0.974669 0.015917 0.223087 0.044147 0.356790 -0.021346 0.932897
4.700000000 -0.997981 0.061940 -0.014018 0.046363 0.304984 -0.025379 0.950890
4.800000000 -0.995881 0.012667 0.089776 0.041348 0.315633 -0.026073 0.947621
4.900000000 0.486057 0.165489 -0.858115 0.047355 0.190850 -0.046008 0.979396
5.000000000 -0.993286 -0.101778 0.054985 0.027474 0.261315 -0.031873 0.964336
5.100000000 -0.658955 0.032494 -0.751480 0.032635 0.178752 -0.029818 0.982901
5.200000000 -0.991092 -0.131771 0.019305 0.013906 0.250539 -0.018864 0.967823
5.300000000 -0.475381 0.095896 -0.874538 0.025834 0.165503 -0.024169 0.985575
5.400000000 -0.715673 0.023010 -0.698056 0.031755 0.123430 -0.037325 0.991143
5.500000000 -0.293440 0.121701 -0.948199 0.037805 0.082199 -0.042416 0.994995
5.600000000 -0.964768 0.026077 -0.261808 0.037122 0.143558 -0.031783 0.988435
5.700000000 0.253206 0.220729 -0.941895 0.042995 0.083539 -0.032800 0.995036
5.800000000 -0.335110 0.158824 -0.928696 0.044079 0.064693 -0.025401 0.996608
5.900000000 -0.583945 0.121924 -0.802585 0.044265 0.065882 -0.026727 0.996487
6.000000000 -0.761446 0.063260 -0.645134 0.042717 0.072924 -0.003787 0.996415
6.100000000 -0.328870 0.132108 -0.935089 0.043866 0.051454 -0.011501 0.997645
6.200000000 -0.477070 0.101855 -0.872943 0.043833 0.046089 -0.016374 0.997841
6.300000000 -0.581830 0.062033 -0.810941 0.043259 0.042132 -0.017721 0.998018
6.400000000 0.459576 0.203694 -0.864464 0.048368 0.011258 -0.027543 0.998386
6.500000000 -0.481458 0.074954 -0.873258 0.046090 0.019033 -0.023573 0.998478
6.600000000 -0.839095 -0.028764 -0.543224 0.041886 0.040731 -0.016405 0.998157
6.700000000 -0.228547 0.134949 -0.964134 0.043018 0.025598 -0.010067 0.998696
6.800000000 -0.582777 0.094766 -0.807088 0.043732 0.030662 -0.013479 0.998482
6.900000000 -0.862997 -0.058109 -0.501855 0.038490 0.050406 -0.004908 0.997975
7.000000000 -0.232989 0.130883 -0.963632 0.041178 0.034804 -0.006852 0.998522
7.100000000 -0.199750 0.146241 -0.968872 0.043571 0.029429 -0.017545 0.998463
7.200000000 0.971381 0.124202 0.202469 0.070066 -0.138976 -0.032982 0.987263
7.300000000 0.922729 0.237012 -0.303968 0.070147 -0.124388 -0.032901 0.989204
7.400000000 0.974158 0.217370 0.061372 0.084301 -0.165308 -0.039127 0.981853
7.500000000 0.077053 0.180469 -0.980558 0.069788 -0.102215 -0.025864 0.991974
7.600000000 -0.205107 0.164624 -0.964795 0.062478 -0.060525 -0.024615 0.995905
7.700000000 0.971061 0.201094 -0.128850 0.069454 -0.110550 -0.028009 0.991045
7.800000000 0.835720 0.028401 0.548420 0.081928 -0.297340 -0.038783 0.950459
7.900000000 0.592844 -0.049810 0.803776 0.085773 -0.501481 -0.050448 0.859427
8.000000000 0.882155 0.215486 -0.418770 0.075015 -0.347682 -0.030728 0.934102
8.100000000 0.926520 0.075914 0.368508 0.086903 -0.398546 -0.039851 0.912152
8.200000000 0.643338 0.026479 0.765125 0.127489 -0.542745 -0.049645 0.828680
8.300000000 0.581154 0.026350 0.813367 0.155606 -0.624453 -0.054938 0.763431
8.400000000 -0.522048 -0.094584 -0.847655 0.115228 -0.413554 -0.006622 0.903134
8.500000000 -0.961661 -0.274233 -0.001862 0.066960 -0.155665 0.035049 0.984914
8.600000000 -0.977605 -0.197369 -0.073034 0.044521 -0.017740 0.040572 0.998027
8.700000000 0.151445 0.169900 -0.973755 0.049637 -0.021418 0.005802 0.998521
8.800000000 0.439924 0.205216 -0.874273 0.052198 -0.026101 -0.009860 0.998247
8.900000000 0.360254 0.205422 -0.909955 0.054404 -0.025357 -0.026922 0.997834
9.000000000 -0.963819 -0.145328 0.223456 -0.004499 0.195786 -0.047135 0.979503
9.100000000 -0.943547 -0.312903 0.108681 -0.033553 0.234213 -0.049927 0.970322
9.200000000 -0.982945 -0.076753 0.167118 -0.013434 0.294109 -0.043034 0.954708
9.300000000 0.201958 0.209939 -0.956629 0.020808 0.175969 -0.090353 0.980019
9.400000000 -0.165180 0.077649 -0.983202 0.029400 0.117966 -0.075015 0.989744
9.500000000 0.344379 0.206463 -0.915847 0.048184 0.059953 -0.100867 0.991922
9.600000000 -0.896151 -0.279304 0.344822 -0.044850 0.292969 -0.078505 0.951837
9.700000000 -0.786320 -0.276711 0.552387 -0.114191 0.456001 -0.060371 0.880556
9.800000000 -0.932217 -0.302784 0.198228 -0.107662 0.423461 -0.060650 0.897447
9.900000000 -0.773293 -0.188186 -0.605479 -0.056961 0.291407 -0.070824 0.952272
