# timestamp tx ty tz qx qy qz qw
7.9 -0.541267 -0.207453 0.814858 -0.092168 0.119704 -0.041008 0.987671
8.0 -0.769894 -0.000884 0.638171 -0.063949 0.344449 -0.104514 0.930775
8.1 -0.661606 -0.242150 0.709677 -0.173509 0.380495 0.003100 0.908355
8.2 0.259716 -0.100862 0.960403 -0.049739 -0.078937 -0.036187 0.994980
8.3 -0.653946 -0.293865 0.697136 -0.130594 0.173475 -0.070438 0.973596
8.4 -0.591159 -0.344119 0.729461 -0.131571 0.138548 -0.073076 0.978853
8.5 -0.306861 -0.218790 0.926265 -0.070937 0.040943 -0.045979 0.995579
8.6 0.084774 0.854800 0.511987 0.576873 -0.039054 -0.057947 0.813839
8.7 -0.435219 -0.419343 0.796703 -0.122448 0.083154 -0.045500 0.987938
8.8 0.743252 -0.052225 0.666970 -0.026266 -0.292376 -0.083570 0.952283
8.9 0.512333 -0.114420 0.851130 -0.042005 -0.140879 -0.109190 0.983090
9.0 -0.048325 0.210059 0.976494 0.007079 -0.002739 -0.022698 0.999714
9.1 -0.687221 0.012678 0.726338 -0.024254 0.398429 -0.001683 0.916877
9.2 -0.047787 -0.231335 0.971700 -0.084605 0.017672 -0.023053 0.995991
9.3 -0.395186 -0.230498 0.889212 -0.086977 0.088987 -0.067779 0.989910
9.4 -0.686870 -0.059815 0.724315 -0.073966 0.288764 -0.053976 0.953012
9.5 -0.693859 -0.015988 0.719934 -0.061151 0.318700 -0.058860 0.944048
9.6 0.402343 0.234748 0.884881 0.018687 -0.036729 -0.144961 0.988579
9.7 -0.038019 -0.181429 0.982669 -0.062918 0.036454 -0.034672 0.996750
9.8 0.003526 -0.175000 0.984562 -0.059091 0.032143 -0.066990 0.995484
9.9 0.024935 -0.172049 0.984773 -0.062081 0.048358 -0.011815 0.996829
