# timestamp tx ty tz qx qy qz qw
0.100000000 -24.1945178620 -256.4755667222 53.2273256862 -0.2701890098 0.2539728621 0.6233811119 0.6883979036
0.200000000 -19.3882609443 -261.2050911446 63.5464386522 -0.2834136241 0.2667191195 0.6303675824 0.6716951243
0.300000000 -27.1234231630 -260.8211672520 56.3491051145 -0.2599377761 0.2767082584 0.6415578557 0.6665346278
0.400000000 -217.3884906245 -57.1384236479 48.5384921556 -0.1536979600 0.3325822178 -0.1029375038 0.9247539542
0.500000000 -216.0246979214 -59.7710487749 47.4140472856 -0.1563404162 0.3291075514 -0.0993627635 0.9259443477
0.600000000 -215.7861405964 -58.9258100126 46.5680155042 -0.1541675863 0.3279297239 -0.0995173187 0.9267096389
0.700000000 117.1230883382 -81.7991401801 -33.0412484615 -0.1288699055 0.0597247197 0.9880498740 0.0598577633
0.800000000 -214.6033563689 -59.7704479482 45.2712425452 -0.1554274119 0.3250590605 -0.0993722297 0.9275257877
0.900000000 -216.0825628855 -59.3881018406 47.1423843930 -0.1555532442 0.3291963341 -0.0995692759 0.9260231753
1.000000000 -214.9786767384 -59.7658739352 45.6718746213 -0.1565415502 0.3259435631 -0.1005697479 0.9268987337
1.100000000 -215.5600398580 -58.2470517215 46.1474790398 -0.1542725567 0.3274941259 -0.1019929034 0.9265770467
1.200000000 -216.2200248182 -57.4431867933 46.5196743808 -0.1530816499 0.3289447810 -0.1024771774 0.9262071948
1.300000000 -215.9970616714 -58.4825769587 46.7727543261 -0.1532034609 0.3286138174 -0.0990785540 0.9266742139
1.400000000 -216.6125422638 -56.0989936915 48.2183929987 -0.1497370331 0.3319746240 -0.1006750320 0.9258705135
1.500000000 116.0561770533 -97.6727444976 -35.2126897320 -0.1234192445 0.0886750448 0.9867595633 0.0566567802
1.600000000 -219.6803550777 -56.5267069888 50.9911337154 -0.1530688269 0.3383488708 -0.1028367368 0.9227754773
1.700000000 -218.6998853272 -57.5847937439 49.5193165260 -0.1526485296 0.3354452266 -0.0992293264 0.9242989058
1.800000000 -217.9533777022 -58.5521387184 48.5362511697 -0.1545473632 0.3333689715 -0.0991716569 0.9247406252
1.900000000 -217.2077014930 -56.3788392584 45.5435917004 -0.1537420573 0.3291725767 -0.1060522040 0.9256142418
2.000000000 -216.0711647688 -52.9548352414 41.0645956860 -0.1453827649 0.3248576086 -0.1028668274 0.9288432600
2.100000000 136.9876648761 -106.3126824105 -39.7118417321 -0.1493776759 0.0972268504 0.9832901380 0.0370641879
2.200000000 -212.1557793692 -40.6701597702 35.8395000256 -0.1175593262 0.3214397754 -0.0948922114 0.9348003765
2.300000000 135.5839479553 -129.0779171556 -21.0934854969 -0.1588635601 0.1423302362 0.9762874677 0.0369763916
2.400000000 -238.1535826325 -56.7479818900 52.1119546104 0.5361397485 0.0786403176 0.8266057406 0.1519632200
2.500000000 132.0380757240 -129.1684963744 -25.4041215758 -0.1475926975 0.1348711232 0.9789070899 0.0420367113
2.600000000 138.7307905155 -122.9229960600 -11.1956351091 -0.1677078594 0.1323689720 0.9763859333 0.0319849718
2.700000000 137.0807000416 -113.1194708984 -23.2313147345 -0.1555369247 0.1115860396 0.9811176495 0.0276582483
2.800000000 138.5488144305 -114.8712062441 -20.0621414847 -0.1610218824 0.1133779615 0.9798278266 0.0339826626
2.900000000 135.5102849614 -124.9073009770 -22.2624756009 -0.1548897120 0.1282669402 0.9786127164 0.0432888039
3.000000000 136.5078404914 -115.2232517173 -30.3037224091 -0.1506843940 0.1079908209 0.9817653911 0.0420584456
3.100000000 141.1770104039 -112.2621868502 -28.2994138965 -0.1596919218 0.1013733133 0.9808813807 0.0457565133
3.200000000 143.0053607979 -107.5345425429 -26.6521544963 -0.1635954415 0.0943372042 0.9809715415 0.0450761377
