# timestamp tx ty tz qx qy qz qw
3.400000000 105.5519124429 37.3950725341 39.9225789222 -0.0073197722 -0.2934049844 0.0672005704 0.9535953122
3.500000000 106.5095892830 38.5777472657 35.7335646097 -0.0025358146 -0.2892862522 0.0672313437 0.9548753742
3.600000000 -66.3759824515 -45.8459456267 -47.5563491330 -0.3140049012 -0.0196993175 0.9476661164 -0.0542382778
3.900000000 -63.0330197680 -51.1480746455 -48.6029930464 -0.3142033719 -0.0121295417 0.9480708369 -0.0478623400
4.600000000 130.4632275424 44.0290076748 54.1498353669 0.0050710525 -0.3244296350 0.0659366872 0.9435952785
4.900000000 -97.5016554062 -51.2689962493 -63.7326812524 -0.2377929304 -0.0153722476 0.9691573358 -0.0628671192
5.000000000 140.1905521444 46.4437190053 63.3425248369 0.0078009325 -0.3399670973 0.0668152556 0.9380283790
5.300000000 146.1904321227 51.9656136623 67.8766078606 0.0148154173 -0.3485602641 0.0711398782 0.9344652821
5.500000000 -104.8238354263 -77.2298520415 -66.3008675192 -0.2122135630 0.0295821242 0.9759181491 -0.0409153750
5.900000000 -99.3476299481 -74.6071603527 -64.9523189892 -0.2150696168 0.0248077727 0.9754596880 -0.0401002666
6.000000000 -98.7378174442 -65.4051475780 -67.5441002604 -0.2127125190 0.0071681242 0.9756603374 -0.0528101158
6.400000000 169.0566987136 58.0579596314 91.6778640745 0.0268131259 -0.3876470814 0.0707835590 0.9186949898
6.500000000 173.4670256999 62.0621020357 104.2480188217 0.0373738971 -0.4031392993 0.0680416211 0.9118400271
6.600000000 178.3671227298 67.0593568364 119.5499809387 0.0453045289 -0.4240104410 0.0692936229 0.9018653111
7.100000000 177.5742365752 65.1787231981 102.4818928506 0.0443491448 -0.4025512315 0.0692546509 0.9116959212
7.200000000 180.5955789152 61.6078054690 113.8252794294 0.0367655525 -0.4184443763 0.0688626021 0.9048815061
7.300000000 179.0792808738 60.4952372631 110.3853476984 0.0288014998 -0.4143647767 0.0724814392 0.9067627840
7.500000000 169.4819481706 58.8464611934 87.3103147877 0.0291921811 -0.3817421041 0.0708790041 0.9210846592
7.900000000 162.7813794694 58.0393089434 82.3882481412 0.0244079342 -0.3724800001 0.0734684296 0.9248055429
8.200000000 -109.1189874950 -70.8981797401 -67.7038672838 -0.1978188173 0.0154372483 0.9788726246 -0.0493739985
8.500000000 151.0645818296 52.0244003263 71.5940846123 0.0139943807 -0.3544801216 0.0721500515 0.9321707841
8.800000000 146.0979802379 48.6770641280 66.8362967880 0.0111771853 -0.3459533607 0.0673695332 0.9357631585
9.200000000 -66.6372228579 -53.2966502909 -57.9678255523 -0.2849244268 -0.0073619410 0.9571958606 -0.0503979879
9.700000000 -64.3377730031 -52.5131112004 -54.3486543081 -0.2979528563 -0.0097356070 0.9536652256 -0.0406441990
9.800000000 -48.2068494906 -44.2827553377 -50.2713779543 -0.3233044466 -0.0217515563 0.9449682870 -0.0451225132
9.900000000 127.4008230279 35.9261275707 53.5005626488 -0.0090152526 -0.3202405635 0.0637456922 0.9451461228
10.000000000 123.5058596535 34.0832066379 48.0901866227 -0.0114176770 -0.3118240799 0.0631079905 0.9479729750
10.100000000 122.5136982315 34.4171043259 46.9961114965 -0.0121120932 -0.3096612158 0.0639333125 0.9486178156
10.300000000 117.8775716470 33.1605955314 42.4019875483 -0.0121643849 -0.3020294512 0.0609692813 0.9512691444
10.700000000 109.9624669945 29.9158546942 40.9033500387 -0.0189007272 -0.2950321747 0.0624456729 0.9532572142
10.800000000 107.4122348543 30.8551803746 38.0787370589 -0.0187589759 -0.2905826071 0.0649585842 0.9544580827
10.900000000 106.6002528678 31.4919736745 39.5034503292 -0.0166315331 -0.2911654928 0.0637947931 0.9543983824
11.000000000 104.8282922086 31.8086186062 43.2161321931 -0.0150021182 -0.2940896838 0.0625398814 0.9536115339
