# timestamp tx ty tz qx qy qz qw
0.00000000 0.72549111 0.18188603 0.66376209 -0.02875701 0.01610801 -0.15503207 0.98735942
0.10000000 0.75422138 0.17237586 0.63359028 -0.03024866 0.01179974 -0.15258187 0.98775734
0.20000000 0.76941091 0.17415257 0.61455488 -0.02890830 0.00827788 -0.15054595 0.98814559
0.30000000 0.70617008 0.14071904 0.69391787 -0.03843507 0.03546141 -0.14079211 0.98865708
0.40000000 0.63015342 0.10750915 0.76899183 -0.04774371 0.06052741 -0.13348505 0.98804793
0.50000000 0.58134681 0.05304110 0.81192517 -0.05139862 0.06390252 -0.12668702 0.98854694
0.60000000 0.53184128 0.00042688 0.84684396 -0.05504060 0.06656677 -0.12110398 0.98887473
0.70000000 0.47730786 -0.04599500 0.87753159 -0.05853578 0.07029853 -0.11587174 0.98904268
0.80000000 0.40727720 -0.10900279 0.90677655 -0.07171693 0.08653288 -0.10509051 0.98809146
0.90000000 0.37198001 -0.14003965 0.91761637 -0.07249620 0.08646114 -0.10158306 0.98840763
1.00000000 0.32915229 -0.16966003 0.92891026 -0.07423569 0.08805080 -0.09837955 0.98846223
1.10000000 0.24488762 -0.17145041 0.95427185 -0.07930118 0.11505851 -0.09534312 0.98558741
1.20000000 0.31858814 -0.15872088 0.93451017 -0.07559377 0.10272357 -0.10069375 0.98670878
1.30000000 0.37906256 -0.13431567 0.91557133 -0.07079542 0.09206424 -0.10345277 0.98783081
1.40000000 0.38254824 -0.15837362 0.91026074 -0.08068960 0.08514329 -0.09626001 0.98841986
1.50000000 0.34295040 -0.19404744 0.91909230 -0.08166956 0.08466733 -0.09261654 0.98872833
1.60000000 0.26206344 -0.21712707 0.94030768 -0.08578410 0.09977071 -0.08641918 0.98753158
1.70000000 0.27694753 -0.22802185 0.93343776 -0.08265008 0.09170932 -0.08568720 0.98864355
1.80000000 0.19484918 -0.24743068 0.94911110 -0.08668625 0.10603116 -0.08082864 0.98727383
1.90000000 0.11230086 -0.22615746 0.96759564 -0.08782648 0.13320953 -0.08446195 0.98356897
2.00000000 0.04101549 -0.25082883 0.96716213 -0.08976746 0.13762010 -0.08093371 0.98308303
2.10000000 -0.01822628 -0.26199648 0.96489668 -0.08978957 0.15292521 -0.07295646 0.98144234
2.20000000 0.06079213 -0.21974714 0.97366089 -0.08102616 0.13621787 -0.07880161 0.98421022
2.30000000 -0.01100706 -0.23384160 0.97221237 -0.08149316 0.14600247 -0.07444436 0.98310741
2.40000000 -0.07436011 -0.24436694 0.96682745 -0.08203556 0.16170856 -0.06770902 0.98108919
2.50000000 -0.13261259 -0.25620443 0.95748276 -0.08051926 0.16069415 -0.06631724 0.98147647
2.60000000 -0.18566738 -0.26473835 0.94627756 -0.07798840 0.15490469 -0.06708118 0.98255914
2.70000000 -0.06761664 -0.27230373 0.95983261 -0.07212451 0.12994913 -0.07462702 0.98607408
2.80000000 -0.12878282 -0.28697118 0.94924313 -0.07200392 0.12874733 -0.07572957 0.98615648
2.90000000 -0.00476360 -0.34336582 0.93918967 -0.07403311 0.08350348 -0.06867737 0.99137767
3.00000000 -0.08357058 -0.35179442 0.93233937 -0.07228830 0.08537724 -0.06983043 0.99126628
3.10000000 -0.16190922 -0.35137692 0.92212778 -0.07163188 0.09070500 -0.07157081 0.99071646
3.20000000 -0.22028153 -0.35895792 0.90698689 -0.06991902 0.08661261 -0.07536504 0.99092366
3.30000000 -0.27934772 -0.37000990 0.88603473 -0.07221433 0.09216218 -0.07433071 0.99033639
3.40000000 -0.32632980 -0.37555099 0.86745048 -0.07527902 0.10141342 -0.07211445 0.98936742
3.50000000 -0.37463802 -0.38165560 0.84497654 -0.07691878 0.10479074 -0.07186750 0.98890721
3.60000000 -0.40758461 -0.38492811 0.82807314 -0.08134504 0.11723072 -0.06788114 0.98743713
3.70000000 -0.44807705 -0.38515633 0.80677229 -0.08296590 0.12161193 -0.06805841 0.98675998
3.80000000 -0.48002261 -0.38979211 0.78590101 -0.08856687 0.13237513 -0.06481688 0.98510482
3.90000000 -0.50306642 -0.39310554 0.76967019 -0.09223452 0.14041097 -0.06240041 0.98381083
4.00000000 -0.52371198 -0.39658505 0.75395364 -0.09562558 0.14720632 -0.06004249 0.98263978
4.10000000 -0.54967612 -0.39998227 0.73339641 -0.09840797 0.15140991 -0.05836544 0.98182706
4.20000000 -0.58477646 -0.40093568 0.70518583 -0.09687390 0.14581254 -0.05985244 0.98273691
4.30000000 -0.60731602 -0.39920175 0.68688077 -0.09782786 0.14811940 -0.05872271 0.98236551
4.40000000 -0.63322216 -0.39996618 0.66261357 -0.09742672 0.14409929 -0.06010577 0.98291949
4.50000000 -0.53584802 -0.41961390 0.73266029 -0.09007179 0.11957677 -0.07678633 0.98574455
4.60000000 -0.56839699 -0.43152827 0.70050567 -0.09345433 0.11905876 -0.07454196 0.98566465
4.70000000 -0.57940024 -0.43020517 0.69225633 -0.09816214 0.13318819 -0.06655416 0.98396933
