# timestamp tx ty tz qx qy qz qw
3.80000000 0.40842199 -0.59838504 0.68929446 -0.14416725 -0.04397546 -0.06448912 0.98647003
4.00000000 0.42668232 -0.48815587 0.76134491 -0.11862291 -0.05637137 -0.06311108 0.98932698
4.10000000 0.33376285 -0.54007804 0.77260470 -0.12462883 -0.04611905 -0.06293002 0.98913118
4.20000000 0.28114817 -0.55862057 0.78031963 -0.12307242 -0.04218329 -0.05974706 0.98969896
4.30000000 0.24029593 -0.57474363 0.78225803 -0.12621595 -0.03906600 -0.06001526 0.98941475
4.40000000 0.25578544 -0.57868320 0.77440274 -0.12876713 -0.04146257 -0.05994217 0.98899283
4.50000000 0.25101683 -0.59565514 0.76301080 -0.13108928 -0.04196724 -0.05984380 0.98867238
4.60000000 0.19152181 -0.65639544 0.72970158 -0.14008597 -0.03802524 -0.06239674 0.98743944
4.70000000 0.15383330 -0.68393517 0.71313959 -0.14429955 -0.03322246 -0.06328423 0.98694935
4.80000000 0.12466551 -0.69989014 0.70328677 -0.14487404 -0.02969509 -0.06348640 0.98696464
4.90000000 0.12192558 -0.70090693 0.70275432 -0.14619469 -0.03281593 -0.06377535 0.98665239
5.00000000 0.14012471 -0.68446767 0.71545023 -0.14756315 -0.03747427 -0.06364127 0.98629133
5.10000000 0.13384904 -0.67815727 0.72262514 -0.14905236 -0.03967161 -0.06374850 0.98597449
5.20000000 0.15155463 -0.69223285 0.70558119 -0.15187863 -0.04077106 -0.06486042 0.98542566
5.30000000 0.13811001 -0.71635759 0.68392795 -0.15318112 -0.04120307 -0.06536754 0.98517254
5.40000000 0.15731768 -0.72612941 0.66931844 -0.15769013 -0.04817561 -0.06899742 0.98389648
5.50000000 0.13942015 -0.74638242 0.65074980 -0.16082751 -0.04944950 -0.07322101 0.98301981
5.60000000 0.20922242 -0.68303990 0.69977313 -0.15522850 -0.06876613 -0.07040738 0.98296395
5.80000000 0.27266216 -0.62506586 0.73140138 -0.15630281 -0.08684517 -0.07167155 0.98126986
6.10000000 0.31829756 -0.63377893 0.70498997 -0.17055555 -0.10137812 -0.07302302 0.97739497
6.30000000 0.35976645 -0.60675663 0.70881206 -0.17104435 -0.11156214 -0.07406216 0.97612116
6.80000000 0.33237889 -0.64479065 0.68830901 -0.17360308 -0.09454375 -0.07535560 0.97736635
7.00000000 0.37140909 -0.60934722 0.70053637 -0.16697006 -0.08724842 -0.07294267 0.97938148
7.20000000 0.39197192 -0.62818617 0.67211616 -0.16822005 -0.08174037 -0.07543036 0.97945433
7.30000000 0.45867485 -0.51636505 0.72317672 -0.12959967 -0.07787427 -0.07188373 0.98588653
7.40000000 0.47451937 -0.55833393 0.68051058 -0.13698911 -0.07240569 -0.07422072 0.98513080
7.70000000 0.40555111 -0.61051965 0.68028969 -0.14561106 -0.04343855 -0.06954705 0.98593799
7.80000000 0.48244882 -0.53507310 0.69349831 -0.14789019 -0.06592457 -0.06140528 0.98489179
7.90000000 0.53866535 -0.53314584 0.65237653 -0.15398259 -0.06876993 -0.06435463 0.98357437
8.10000000 0.58732903 -0.52091962 0.61942506 -0.16677618 -0.08105474 -0.06344799 0.98060705
8.20000000 0.61495280 -0.51718819 0.59527254 -0.17037280 -0.08235654 -0.06517805 0.97976647
8.30000000 0.63338619 -0.51367760 0.57875490 -0.16832944 -0.07556749 -0.06522846 0.98066304
8.40000000 0.65966904 -0.50798881 0.55388093 -0.16952536 -0.07490889 -0.06819200 0.98030590
8.50000000 0.68482065 -0.49316126 0.53648174 -0.16843657 -0.06679813 -0.06626226 0.98121172
8.60000000 0.71529210 -0.46666020 0.52017826 -0.17710481 -0.06840052 -0.06399610 0.97972433
8.70000000 0.74043465 -0.46230373 0.48788500 -0.18062389 -0.06102363 -0.06163070 0.97972077
8.80000000 0.75526601 -0.45038104 0.47616187 -0.18241315 -0.05322654 -0.06011797 0.97993786
8.90000000 0.76967293 -0.44752142 0.45533299 -0.18390253 -0.04672441 -0.05875617 0.98007367
9.00000000 0.77805054 -0.44209185 0.44630945 -0.18374076 -0.04139864 -0.05791737 0.98039332
9.10000000 0.78215569 -0.44351700 0.43763590 -0.18749557 -0.03499588 -0.05657313 0.98001030
9.50000000 0.78283703 -0.44363537 0.43629560 -0.18540211 -0.03328539 -0.05710746 0.98043709
9.60000000 0.77866793 -0.46238267 0.42412090 -0.18549863 -0.02525518 -0.05797371 0.98060771
9.90000000 0.79874283 -0.38772920 0.46008250 -0.15437181 -0.02801930 -0.05648631 0.98599876
